Obesity; Total (Total); Adults Aged 20+ Years; Age-Adjusted Percentage; U.S. Counties; 2010
Data downloaded on 12-November-2020
County,State,CountyFIPS,Percentage,Lower Limit, Upper Limit
Siskiyou County,California,06093,22.8,18.2,27.6
Solano County,California,06095,26.7,23.2,30.5
Sonoma County,California,06097,22.1,19.6,24.7
Stanislaus County,California,06099,30.5,27.1,34
Sutter County,California,06101,25.7,20.5,31.2
Tehama County,California,06103,25.9,20.8,31.2
Trinity County,California,06105,24.6,18.6,31.4
Tulare County,California,06107,29.3,25.3,33.4
Tuolumne County,California,06109,22.6,18.1,27.6
Ventura County,California,06111,21.6,19.2,24.1
Yolo County,California,06113,22.9,19.2,26.8
Yuba County,California,06115,30.2,24.9,36.2
Adams County,Colorado,08001,24.8,23,26.8
Alamosa County,Colorado,08003,20.2,16.7,24.5
Arapahoe County,Colorado,08005,20.4,18.9,22.1
Archuleta County,Colorado,08007,16.5,12.9,20.9
Baca County,Colorado,08009,21.7,16.5,27.7
Bent County,Colorado,08011,23.9,18.5,30.4
Boulder County,Colorado,08013,14.7,12.9,16.7
Broomfield County,Colorado,08014,20,16.4,24.2
Chaffee County,Colorado,08015,15.9,12.5,19.6
Cheyenne County,Colorado,08017,23,17.7,29.3
Clear Creek County,Colorado,08019,15.9,12.1,20.2
Conejos County,Colorado,08021,17.5,13.6,21.9
Costilla County,Colorado,08023,20.2,15.4,26.1
Crowley County,Colorado,08025,24,18.5,30.8
Custer County,Colorado,08027,20.7,15.5,26.7
Delta County,Colorado,08029,21.5,17.9,25.7
Denver County,Colorado,08031,18.3,16.8,19.9
Dolores County,Colorado,08033,20.7,15.4,26.7
Douglas County,Colorado,08035,15.9,14.2,17.6
Eagle County,Colorado,08037,13.2,10.4,16.4
El Paso County,Colorado,08041,21.2,19.7,22.7
Elbert County,Colorado,08039,19.5,16.6,22.5
Fremont County,Colorado,08043,22.2,18.9,25.8
Garfield County,Colorado,08045,17.2,14.2,20.3
Gilpin County,Colorado,08047,18.9,14.3,24.2
Grand County,Colorado,08049,17.6,13.2,22.7
Gunnison County,Colorado,08051,15.9,12.2,20.1
Hinsdale County,Colorado,08053,19.1,13.5,25.8
Huerfano County,Colorado,08055,20.7,16.4,25.9
Jackson County,Colorado,08057,21.4,16,28
Jefferson County,Colorado,08059,19.2,17.8,20.8
Kiowa County,Colorado,08061,24.9,18.3,32.6
Kit Carson County,Colorado,08063,27.3,22.6,32.5
La Plata County,Colorado,08067,16.4,13.8,19.3
Lake County,Colorado,08065,18.9,14.4,23.8
Larimer County,Colorado,08069,19.1,17.2,21.2
Las Animas County,Colorado,08071,24.2,19.5,28.9
Lincoln County,Colorado,08073,23.1,18.6,28.2
Logan County,Colorado,08075,23.6,19.6,27.9
Mesa County,Colorado,08077,22.2,19.6,25
Mineral County,Colorado,08079,19.2,14.2,25.5
Moffat County,Colorado,08081,23.6,20.1,27.7
Montezuma County,Colorado,08083,21.7,18,25.8
Montrose County,Colorado,08085,20,16.8,23.5
Morgan County,Colorado,08087,29.1,24.9,33.6
Otero County,Colorado,08089,25.5,21,30.4
Ouray County,Colorado,08091,16.8,12.4,22.3
Park County,Colorado,08093,17.5,14.2,21.4
Phillips County,Colorado,08095,22.7,17.5,28.5
Pitkin County,Colorado,08097,13.9,10.6,17.7
Prowers County,Colorado,08099,25.3,20.3,30.9
Pueblo County,Colorado,08101,26.5,23.5,29.6
Rio Blanco County,Colorado,08103,20.7,16.7,24.9
Rio Grande County,Colorado,08105,22.5,18.6,27.3
Routt County,Colorado,08107,13.2,10.8,15.7
Saguache County,Colorado,08109,22.6,17.8,28
San Juan County,Colorado,08111,19.7,14.1,26.7
San Miguel County,Colorado,08113,16.6,12.2,22
Sedgwick County,Colorado,08115,24.1,18.6,31.4
Summit County,Colorado,08117,14.4,10.9,18.5
Teller County,Colorado,08119,16.8,13.9,19.8
Washington County,Colorado,08121,23.1,17.8,28.8
Weld County,Colorado,08123,25.4,23.1,28
Yuma County,Colorado,08125,25,20,30.5
Fairfield County,Connecticut,09001,18.2,17.1,19.4
Hartford County,Connecticut,09003,24.3,23,25.7
Litchfield County,Connecticut,09005,21.1,18.4,23.9
Middlesex County,Connecticut,09007,23.2,20.3,26.4
New Haven County,Connecticut,09009,27.1,25.7,28.6
New London County,Connecticut,09011,24.5,21.9,27.1
Tolland County,Connecticut,09013,22.9,20,26
Windham County,Connecticut,09015,29.5,26,33.2
Kent County,Delaware,10001,33.5,31.9,35.1
New Castle County,Delaware,10003,26.3,25.1,27.6
Sussex County,Delaware,10005,29.5,27.8,31.5
District Of Columbia,District of Columbia,11001,21.4,20.6,22.2
Alachua County,Florida,12001,25.3,22.6,28
Baker County,Florida,12003,36.4,32.9,40.1
Bay County,Florida,12005,28.4,25.2,31.8
Bradford County,Florida,12007,35.8,32,39.5
Brevard County,Florida,12009,28.5,25.5,31.8
Broward County,Florida,12011,23.8,21.2,26.5
Calhoun County,Florida,12013,36.3,32.6,40.2
Charlotte County,Florida,12015,26.2,22.5,30
Citrus County,Florida,12017,30.2,26.5,34
Clay County,Florida,12019,27.8,24.5,31
Collier County,Florida,12021,21.2,18.1,24.5
Columbia County,Florida,12023,35,31.5,38.7
Desoto County,Florida,12027,34.9,31,39.2
Dixie County,Florida,12029,35.8,32,39.8
Duval County,Florida,12031,28.1,25.7,30.7
Escambia County,Florida,12033,30.1,27,33.2
Flagler County,Florida,12035,28.6,25,32.3
Franklin County,Florida,12037,26.2,22.8,29.8
Gadsden County,Florida,12039,37.2,33.7,41
Gilchrist County,Florida,12041,32.2,28.6,36.1
Glades County,Florida,12043,36.5,32.6,40.7
Gulf County,Florida,12045,31.1,27.7,35
Hamilton County,Florida,12047,37.2,33.4,41.2
Hardee County,Florida,12049,37,32.9,41.2
Hendry County,Florida,12051,34.4,30.5,38.4
Hernando County,Florida,12053,29.4,25.8,33.3
Highlands County,Florida,12055,31.6,27.7,35.5
Hillsborough County,Florida,12057,26.5,24,29.2
Holmes County,Florida,12059,30.6,27.3,34.1
Indian River County,Florida,12061,22.4,19.3,25.7
Jackson County,Florida,12063,33.9,30.5,37.5
Jefferson County,Florida,12065,35.2,31.5,39
Lafayette County,Florida,12067,34.6,31,38.3
Lake County,Florida,12069,29.8,26.4,33.2
Lee County,Florida,12071,26.8,23.7,30.3
Leon County,Florida,12073,28.1,25.1,31
Levy County,Florida,12075,33.7,30.1,37.3
Liberty County,Florida,12077,35.3,31.8,38.9
Madison County,Florida,12079,36.3,32.6,40
Manatee County,Florida,12081,25.5,22.1,29
Marion County,Florida,12083,32.8,29.5,36.4
Martin County,Florida,12085,20.5,17.5,23.7
Miami-Dade County,Florida,12086,21.6,18.9,24.4
Monroe County,Florida,12087,18.6,15.8,21.8
Nassau County,Florida,12089,27.6,24.3,30.9
Okaloosa County,Florida,12091,28.4,25.1,31.9
Okeechobee County,Florida,12093,31.9,28,35.9
Orange County,Florida,12095,25.5,23.4,27.8
Osceola County,Florida,12097,28.7,25.7,31.8
Palm Beach County,Florida,12099,22.7,20.1,25.7
Pasco County,Florida,12101,28.9,25.6,32.3
Pinellas County,Florida,12103,23.8,20.9,26.9
Polk County,Florida,12105,32.5,29.4,35.7
Putnam County,Florida,12107,33.8,30.1,37.6
Santa Rosa County,Florida,12113,27.8,24.7,31.4
Sarasota County,Florida,12115,20.6,17.8,23.7
Seminole County,Florida,12117,24.5,21.5,27.5
St. Johns County,Florida,12109,22.4,19.4,25.6
St. Lucie County,Florida,12111,29.1,25.8,32.7
Sumter County,Florida,12119,29.9,25.6,34.5
Suwannee County,Florida,12121,31.2,27.7,35.2
Taylor County,Florida,12123,35.8,32.5,39.4
Union County,Florida,12125,37.3,33.5,41.2
Volusia County,Florida,12127,26.1,23.4,28.9
Wakulla County,Florida,12129,35.9,32.6,39.4
Walton County,Florida,12131,26.7,23.5,30.1
Washington County,Florida,12133,36.6,32.7,40.3
Appling County,Georgia,13001,34,27.6,41.1
Atkinson County,Georgia,13003,30.5,23.6,38.1
Bacon County,Georgia,13005,30.7,23.8,38.1
Baker County,Georgia,13007,32,25,40.4
Baldwin County,Georgia,13009,31.8,26.1,38
Banks County,Georgia,13011,27.8,21.1,35.2
Barrow County,Georgia,13013,31.9,26.2,38.2
Bartow County,Georgia,13015,29,24,34.7
Ben Hill County,Georgia,13017,33.2,26.9,39.2
Berrien County,Georgia,13019,29.9,23.9,36.3
Bibb County,Georgia,13021,30.1,25.3,35.1
Bleckley County,Georgia,13023,30.2,23.9,37
Brantley County,Georgia,13025,30.6,23.6,38
Brooks County,Georgia,13027,33.1,26.2,40.1
Bryan County,Georgia,13029,27.8,22,34.6
Bulloch County,Georgia,13031,33,28,38.3
Burke County,Georgia,13033,35.5,28.1,43.1
Butts County,Georgia,13035,33.3,26.1,41
Calhoun County,Georgia,13037,31.4,24.2,39.4
Camden County,Georgia,13039,28.3,22.8,34.2
Candler County,Georgia,13043,31.7,24.7,39
Carroll County,Georgia,13045,31.2,25.9,36.8
Catoosa County,Georgia,13047,30.8,24.8,37.1
Charlton County,Georgia,13049,31.3,24.7,39.1
Chatham County,Georgia,13051,26.7,23.3,30.2
Chattahoochee County,Georgia,13053,31.3,24.3,39.5
Chattooga County,Georgia,13055,32.6,25.9,39.7
Cherokee County,Georgia,13057,27.6,23.8,31.5
Clarke County,Georgia,13059,27.2,22.6,31.9
Clay County,Georgia,13061,33.7,26.1,42.7
Clayton County,Georgia,13063,35.5,32.4,39
Clinch County,Georgia,13065,32.4,25.1,40.5
Cobb County,Georgia,13067,23.1,20.5,25.8
Coffee County,Georgia,13069,30.3,24.6,36.3
Colquitt County,Georgia,13071,32.5,26.5,38.9
Columbia County,Georgia,13073,26.1,22.1,30.4
Cook County,Georgia,13075,31.5,25.2,38.3
Coweta County,Georgia,13077,29.1,24.1,34.5
Crawford County,Georgia,13079,30.2,23.3,37.4
Crisp County,Georgia,13081,33.7,26.6,40.9
Dade County,Georgia,13083,30.6,23.4,38.5
Dawson County,Georgia,13085,27.1,20.5,34.7
Decatur County,Georgia,13087,31.5,26,37.4
Dekalb County,Georgia,13089,25.5,23,28.1
Dodge County,Georgia,13091,35.6,29.8,41.7
Dooly County,Georgia,13093,31.3,24.5,38.9
Dougherty County,Georgia,13095,38,32.6,43.3
Douglas County,Georgia,13097,34,28.8,39.8
Early County,Georgia,13099,30.3,23.3,37.6
Echols County,Georgia,13101,28.2,21.4,35.9
Effingham County,Georgia,13103,30.6,25,36.7
Elbert County,Georgia,13105,35.6,29,43.1
Emanuel County,Georgia,13107,29.8,23.6,36.9
Evans County,Georgia,13109,34.8,27.7,42.3
Fannin County,Georgia,13111,28.8,22.6,35.5
Fayette County,Georgia,13113,24.3,20.2,28.9
Floyd County,Georgia,13115,27.3,22.5,32.6
Forsyth County,Georgia,13117,21.6,17.8,25.6
Franklin County,Georgia,13119,26.4,20.4,33
Fulton County,Georgia,13121,22.9,20.7,25.2
Gilmer County,Georgia,13123,28.8,22.9,35.5
Glascock County,Georgia,13125,28.4,21.4,36.7
Glynn County,Georgia,13127,27.9,22.7,33.4
Gordon County,Georgia,13129,28.3,22,34.8
Grady County,Georgia,13131,32.1,25.9,38.9
Greene County,Georgia,13133,32.1,25.1,39.5
Gwinnett County,Georgia,13135,25,22.2,27.8
Habersham County,Georgia,13137,27.4,21.6,34
Hall County,Georgia,13139,28.8,24.4,33.6
Hancock County,Georgia,13141,38.4,30.1,46.7
Haralson County,Georgia,13143,31.4,24.6,38.8
Harris County,Georgia,13145,27.5,21.9,33.5
Hart County,Georgia,13147,28.3,22.2,35.4
Heard County,Georgia,13149,28.6,21.8,36.1
Henry County,Georgia,13151,28.1,24.3,32.5
Houston County,Georgia,13153,29.6,25.2,34.2
Irwin County,Georgia,13155,30.9,24.1,38.4
Jackson County,Georgia,13157,26.1,20.8,31.8
Jasper County,Georgia,13159,29.3,22.6,36.7
Jeff Davis County,Georgia,13161,28.2,22,35.7
Jefferson County,Georgia,13163,37.6,30.2,45.1
Jenkins County,Georgia,13165,31.7,24.5,39.7
Johnson County,Georgia,13167,32.3,26.1,38.8
Jones County,Georgia,13169,30.5,24,37.6
Lamar County,Georgia,13171,32.9,26.4,40.4
Lanier County,Georgia,13173,29,22.6,35.5
Laurens County,Georgia,13175,35.1,31.1,39.2
Lee County,Georgia,13177,30.2,24.2,36.8
Liberty County,Georgia,13179,32.9,27.1,39.3
Lincoln County,Georgia,13181,35.2,27.5,43.5
Long County,Georgia,13183,30.1,23.7,37.4
Lowndes County,Georgia,13185,31.1,27.1,35.6
Lumpkin County,Georgia,13187,28.5,21.8,36
Macon County,Georgia,13193,33.8,26.5,41.3
Madison County,Georgia,13195,31.4,25.2,38.4
Marion County,Georgia,13197,31.4,24.6,38.2
Mcduffie County,Georgia,13189,32.2,25.9,38.9
Mcintosh County,Georgia,13191,31.1,24.3,39.2
Meriwether County,Georgia,13199,32.1,25.2,39.3
Miller County,Georgia,13201,31.8,25.1,39.5
Mitchell County,Georgia,13205,31,24.7,38
Monroe County,Georgia,13207,32.1,25.5,39
Montgomery County,Georgia,13209,32.4,25.4,39.6
Morgan County,Georgia,13211,31.1,24.7,37.7
Murray County,Georgia,13213,27.3,22.1,33.4
Muscogee County,Georgia,13215,35.6,32,39.4
Newton County,Georgia,13217,31.4,25.6,37
Oconee County,Georgia,13219,26.1,20.6,32.4
Oglethorpe County,Georgia,13221,28.5,22.3,35.1
Paulding County,Georgia,13223,25.4,20.9,30.2
Peach County,Georgia,13225,33.4,26.7,40.4
Pickens County,Georgia,13227,25.7,20.2,31.9
Pierce County,Georgia,13229,30.4,23.3,38.4
Pike County,Georgia,13231,30.9,23.9,38.4
Polk County,Georgia,13233,26.2,20.8,32.2
Pulaski County,Georgia,13235,30.4,24.2,37.4
Putnam County,Georgia,13237,32.3,25.2,39.7
Quitman County,Georgia,13239,31.3,24.2,39.4
Rabun County,Georgia,13241,29.3,22.6,36.7
Randolph County,Georgia,13243,36.3,28.6,44.6
Richmond County,Georgia,13245,32.7,28.8,36.9
Rockdale County,Georgia,13247,32.7,26.5,39.1
Schley County,Georgia,13249,28.7,21.8,36.8
Screven County,Georgia,13251,33.6,26.8,40.9
Seminole County,Georgia,13253,32.3,25.3,40
Spalding County,Georgia,13255,33.8,27.7,40.5
Stephens County,Georgia,13257,31.7,25.1,38.9
Stewart County,Georgia,13259,34.6,27.2,43
Sumter County,Georgia,13261,37.2,30.2,44.2
Talbot County,Georgia,13263,34.3,26.4,42.2
Taliaferro County,Georgia,13265,35,26.8,43.8
Tattnall County,Georgia,13267,31.3,24.9,38.1
Taylor County,Georgia,13269,32.7,25.5,40.3
Telfair County,Georgia,13271,30.3,24.2,37.2
Terrell County,Georgia,13273,38.4,30.4,47.2
Thomas County,Georgia,13275,32.5,26.9,38.6
Tift County,Georgia,13277,31.9,26.3,37.3
Toombs County,Georgia,13279,33.5,27,40.6
Towns County,Georgia,13281,27.9,20.9,35.3
Treutlen County,Georgia,13283,34.6,27.5,42.3
Troup County,Georgia,13285,30.7,24.6,37
Turner County,Georgia,13287,32.5,25.8,40
Twiggs County,Georgia,13289,31.4,24.3,39.3
Union County,Georgia,13291,26.7,20.5,33.9
Upson County,Georgia,13293,34.3,27.2,42.1
Walker County,Georgia,13295,31.9,26.3,38.1
Walton County,Georgia,13297,28,22.8,33.3
Ware County,Georgia,13299,33.9,27.8,40.7
