Obesity; Total (Total); Adults Aged 20+ Years; Age-Adjusted Percentage; U.S. Counties; 2008
Data downloaded on 12-November-2020
County,State,CountyFIPS,Percentage,Lower Limit, Upper Limit
Northwest Arctic Borough,Alaska,02188,31.2,25.6,36.7
Petersburg Census Area,Alaska,02195,No Data,No Data,No Data
Prince of Wales - Outer Ketchikan,Alaska,02201,30.9,23.4,38.7
Prince of Wales-Hyder Censu,Alaska,02198,No Data,No Data,No Data
Sitka City and Borough,Alaska,02220,29.6,24.7,35.1
Skagway Municipality,Alaska,02230,No Data,No Data,No Data
Skagway-Hoonah-Angoon,Alaska,02232,30.7,23.6,38.2
Southeast Fairbanks Census Area,Alaska,02240,31.5,25.4,38
Valdez-Cordova Census Area,Alaska,02261,30.9,26,35.7
Wade Hampton Census Area,Alaska,02270,30.8,24.8,37.3
Wrangell City and Borough,Alaska,02275,No Data,No Data,No Data
Wrangell-Petersburg Census Area,Alaska,02280,29.9,22.7,37.9
Yakutat City and Borough,Alaska,02282,30.5,23.7,38.1
Yukon-Koyukuk Census Area,Alaska,02290,30.8,25.2,36.2
Apache County,Arizona,04001,32.2,28,35.9
Cochise County,Arizona,04003,24.5,21.8,27.3
Coconino County,Arizona,04005,21.9,19.4,24.7
Gila County,Arizona,04007,27.1,23,31.1
Graham County,Arizona,04009,30.9,26.8,35.2
Greenlee County,Arizona,04011,32.5,26.9,38.2
La Paz County,Arizona,04012,31.8,27.1,36.4
Maricopa County,Arizona,04013,23.6,21.8,25.5
Mohave County,Arizona,04015,27.9,24.7,31.4
Navajo County,Arizona,04017,29.9,26.1,33.7
Pima County,Arizona,04019,24.7,22.5,26.8
Pinal County,Arizona,04021,29.8,26.9,32.6
Santa Cruz County,Arizona,04023,21.5,17.8,25.4
Yavapai County,Arizona,04025,21.7,18.8,25.1
Yuma County,Arizona,04027,28.2,25.1,31.5
Arkansas County,Arkansas,05001,37.5,31.5,43.9
Ashley County,Arkansas,05003,37.2,30.8,43.8
Baxter County,Arkansas,05005,28.7,23.8,33.7
Benton County,Arkansas,05007,28.3,25.6,31.1
Boone County,Arkansas,05009,29.5,24.3,34.9
Bradley County,Arkansas,05011,34.8,28,42.1
Calhoun County,Arkansas,05013,33.7,26,41.5
Carroll County,Arkansas,05015,25.1,20.3,30.4
Chicot County,Arkansas,05017,37.9,31,45.3
Clark County,Arkansas,05019,32.1,26,38.6
Clay County,Arkansas,05021,33.2,27,40.4
Cleburne County,Arkansas,05023,29.5,23.5,35.7
Cleveland County,Arkansas,05025,33,26.1,40.6
Columbia County,Arkansas,05027,32.6,27,38.4
Conway County,Arkansas,05029,30.1,24.9,36.4
Craighead County,Arkansas,05031,32.6,28.1,37.1
Crawford County,Arkansas,05033,30,25.4,35.3
Crittenden County,Arkansas,05035,37.8,33.1,42.6
Cross County,Arkansas,05037,31.8,25.7,38.9
Dallas County,Arkansas,05039,35,27.1,43
Desha County,Arkansas,05041,37.8,30.6,44.8
Drew County,Arkansas,05043,32.8,26.8,39.4
Faulkner County,Arkansas,05045,29.9,25.7,34.5
Franklin County,Arkansas,05047,35,28.2,42.4
Fulton County,Arkansas,05049,30.6,23.8,38.3
Garland County,Arkansas,05051,28,24.2,31.8
Grant County,Arkansas,05053,34,27.5,40.5
Greene County,Arkansas,05055,31.4,25.4,37.3
Hempstead County,Arkansas,05057,34.1,28,40.3
Hot Spring County,Arkansas,05059,33.9,27.9,39.8
Howard County,Arkansas,05061,33.2,26.6,40.5
Independence County,Arkansas,05063,29.4,24.1,35
Izard County,Arkansas,05065,27.4,21.8,33.8
Jackson County,Arkansas,05067,31.8,25.4,38.5
Jefferson County,Arkansas,05069,38.8,34.5,43.1
Johnson County,Arkansas,05071,31.6,25.6,38
Lafayette County,Arkansas,05073,33.1,26.3,40.6
Lawrence County,Arkansas,05075,33.9,27.6,40.6
Lee County,Arkansas,05077,37.4,30.6,44.3
Lincoln County,Arkansas,05079,35.7,28.8,42.6
Little River County,Arkansas,05081,33.9,27.2,40.7
Logan County,Arkansas,05083,28.7,23.4,35.2
Lonoke County,Arkansas,05085,33.5,28.8,38.9
Madison County,Arkansas,05087,29.3,23.4,36
Marion County,Arkansas,05089,32.2,25.9,39.2
Miller County,Arkansas,05091,39.6,34.1,45.2
Mississippi County,Arkansas,05093,36.3,31,41.9
Monroe County,Arkansas,05095,34.3,26.7,41.9
Montgomery County,Arkansas,05097,28.1,21.3,35.4
Nevada County,Arkansas,05099,31.5,24.8,38.9
Newton County,Arkansas,05101,32.6,25.4,40.6
Ouachita County,Arkansas,05103,34.7,29.4,40.5
Perry County,Arkansas,05105,29.2,23.1,36.6
Phillips County,Arkansas,05107,41.2,35.8,47
Pike County,Arkansas,05109,30,23.7,37.6
Poinsett County,Arkansas,05111,36.6,30.5,43.5
Polk County,Arkansas,05113,35.2,29.4,42.1
Pope County,Arkansas,05115,32.3,27.2,37.7
Prairie County,Arkansas,05117,31.2,24.4,38.9
Pulaski County,Arkansas,05119,28.2,26.2,30.5
Randolph County,Arkansas,05121,32,26.3,39
Saline County,Arkansas,05125,30.2,26.5,34.3
Scott County,Arkansas,05127,32.9,26,40.2
Searcy County,Arkansas,05129,31.7,24.7,39
Sebastian County,Arkansas,05131,30.1,26,34.3
Sevier County,Arkansas,05133,33.6,27.8,40.2
Sharp County,Arkansas,05135,28.3,22.3,34.3
St. Francis County,Arkansas,05123,35.7,30,41.5
Stone County,Arkansas,05137,32.1,25,39.2
Union County,Arkansas,05139,30.5,25.9,36.4
Van Buren County,Arkansas,05141,30.6,24.5,37.5
Washington County,Arkansas,05143,27.5,24.6,30.5
White County,Arkansas,05145,29.7,25.1,34.4
Woodruff County,Arkansas,05147,33.2,26.1,41.3
Yell County,Arkansas,05149,35.2,28.9,42.1
Alameda County,California,06001,19.6,17.6,21.5
Alpine County,California,06003,25.1,18.2,32.9
Amador County,California,06005,25,19.5,31.6
Butte County,California,06007,25.3,21.4,29.9
Calaveras County,California,06009,24.7,19.2,31.4
Colusa County,California,06011,24.8,18.6,31.5
Contra Costa County,California,06013,24.3,21.9,26.7
Del Norte County,California,06015,27.9,22,34.2
El Dorado County,California,06017,20.7,16.9,25
Fresno County,California,06019,29,25.9,32.4
Glenn County,California,06021,27.8,21.7,35
Humboldt County,California,06023,25.4,21,29.5
Imperial County,California,06025,26.5,21,32.5
Inyo County,California,06027,23.2,18.2,29.3
Kern County,California,06029,29.2,26,32.8
Kings County,California,06031,28.7,22.8,34.9
Lake County,California,06033,26.4,21.1,32.7
Lassen County,California,06035,27.6,21.7,34.8
Los Angeles County,California,06037,21.4,19.9,22.9
Madera County,California,06039,28.3,23.3,34
Marin County,California,06041,17.4,14.4,20.8
Mariposa County,California,06043,24.4,18.6,30.9
Mendocino County,California,06045,21.5,16.9,26.3
Merced County,California,06047,31.2,26.4,36.2
Modoc County,California,06049,23.7,17.2,31.1
Mono County,California,06051,21.1,15.4,27
Monterey County,California,06053,23.9,20.3,28.1
Napa County,California,06055,22.3,18,27.3
Nevada County,California,06057,22.2,17.6,27
Orange County,California,06059,19.2,17.7,20.8
Placer County,California,06061,19.4,16.4,22.8
Plumas County,California,06063,23.7,17.9,30.1
Riverside County,California,06065,26.5,24.2,28.9
Sacramento County,California,06067,27,24.7,29.3
San Benito County,California,06069,24.7,18.8,31.9
San Bernardino County,California,06071,29.1,26.7,31.8
San Diego County,California,06073,21.9,20.3,23.6
San Francisco County,California,06075,16.7,14.6,19.2
San Joaquin County,California,06077,29.9,26.5,33.6
San Luis Obispo County,California,06079,22.5,18.7,26.5
San Mateo County,California,06081,19.7,17.1,22.4
Santa Barbara County,California,06083,19.9,16.5,23.5
Santa Clara County,California,06085,20.6,18.6,22.6
Santa Cruz County,California,06087,17.7,14.4,21.1
Shasta County,California,06089,27.5,23.3,32.2
Sierra County,California,06091,24.1,17.3,31.9
Siskiyou County,California,06093,25.9,20.6,31.6
Solano County,California,06095,27.9,23.8,32.1
Sonoma County,California,06097,20.7,18,23.9
Stanislaus County,California,06099,30.3,26.6,34.7
Sutter County,California,06101,25.7,20,31.9
Tehama County,California,06103,24.5,19.5,30.6
Trinity County,California,06105,23.8,18,30.7
Tulare County,California,06107,31.4,26.6,36.4
Tuolumne County,California,06109,23,18,28.3
Ventura County,California,06111,23.4,20.4,26.8
Yolo County,California,06113,27.2,22.3,32.2
Yuba County,California,06115,30.9,25.4,37.1
Adams County,Colorado,08001,24.4,22.5,26.3
Alamosa County,Colorado,08003,20.5,16.5,25
Arapahoe County,Colorado,08005,18.6,17.3,20
Archuleta County,Colorado,08007,16,12.3,20.4
Baca County,Colorado,08009,24.2,17.8,31
Bent County,Colorado,08011,21.8,16.8,27.5
Boulder County,Colorado,08013,13.8,12.4,15.3
Broomfield County,Colorado,08014,20.5,17.1,24.3
Chaffee County,Colorado,08015,15.8,12.4,19.8
Cheyenne County,Colorado,08017,18.6,13.4,24.9
Clear Creek County,Colorado,08019,20.7,15.4,26.4
Conejos County,Colorado,08021,18.6,13.4,24.9
Costilla County,Colorado,08023,19.4,14.1,25.7
Crowley County,Colorado,08025,20.2,15,26.5
Custer County,Colorado,08027,18,13.1,23.4
Delta County,Colorado,08029,20.4,16.9,24.4
Denver County,Colorado,08031,17.6,16.3,19.2
Dolores County,Colorado,08033,20.2,14.8,26
Douglas County,Colorado,08035,16,14.4,17.6
Eagle County,Colorado,08037,13.9,10.9,17.1
El Paso County,Colorado,08041,20,18.7,21.3
Elbert County,Colorado,08039,19.2,15.6,23.1
Fremont County,Colorado,08043,22.3,19.2,25.8
Garfield County,Colorado,08045,15.9,12.9,19.2
Gilpin County,Colorado,08047,18,13,23.8
Grand County,Colorado,08049,17.6,13.4,22.6
Gunnison County,Colorado,08051,15.6,12,19.8
Hinsdale County,Colorado,08053,18.3,13,24.6
Huerfano County,Colorado,08055,19.1,14.2,24.8
Jackson County,Colorado,08057,21.2,15.7,27.1
Jefferson County,Colorado,08059,17.9,16.6,19.1
Kiowa County,Colorado,08061,19.8,14.2,26.5
Kit Carson County,Colorado,08063,24.4,18.6,31.9
La Plata County,Colorado,08067,14.8,12.3,17.7
Lake County,Colorado,08065,18.7,14,24.6
Larimer County,Colorado,08069,17.2,15.6,19.1
Las Animas County,Colorado,08071,21.8,17.4,26.6
Lincoln County,Colorado,08073,21.8,16.3,27.8
Logan County,Colorado,08075,23.3,19,28.1
Mesa County,Colorado,08077,20.9,18.4,23.5
Mineral County,Colorado,08079,19.4,13.3,26.5
Moffat County,Colorado,08081,21,17.2,25
Montezuma County,Colorado,08083,21.9,17.7,26.3
Montrose County,Colorado,08085,17.1,14.1,20.6
Morgan County,Colorado,08087,24,19.5,28.8
Otero County,Colorado,08089,24.8,20,30.4
Ouray County,Colorado,08091,18.4,13.8,23.8
Park County,Colorado,08093,16.4,13,20.4
Phillips County,Colorado,08095,20.4,15.3,26.7
Pitkin County,Colorado,08097,14.2,10.6,18.1
Prowers County,Colorado,08099,20.8,16.1,26.6
Pueblo County,Colorado,08101,23.6,21,26.4
Rio Blanco County,Colorado,08103,16.9,12.4,22.4
Rio Grande County,Colorado,08105,20.1,15,25.5
Routt County,Colorado,08107,12.7,10,15.6
Saguache County,Colorado,08109,20.3,15.3,26.2
San Juan County,Colorado,08111,18.7,13,25.8
San Miguel County,Colorado,08113,16.3,12.2,21.3
Sedgwick County,Colorado,08115,21,15.3,27.7
Summit County,Colorado,08117,14.4,11.1,18.2
Teller County,Colorado,08119,18,14.6,21.9
Washington County,Colorado,08121,20.9,15.6,27.5
Weld County,Colorado,08123,24.3,22.1,26.8
Yuma County,Colorado,08125,21.8,17,27.7
Fairfield County,Connecticut,09001,18.4,17.2,19.5
Hartford County,Connecticut,09003,23,21.6,24.5
Litchfield County,Connecticut,09005,20.5,17.7,23.4
Middlesex County,Connecticut,09007,23.1,20.2,26.2
New Haven County,Connecticut,09009,25.8,24.4,27.3
New London County,Connecticut,09011,23.9,21.4,26.4
Tolland County,Connecticut,09013,22.7,19.8,25.4
Windham County,Connecticut,09015,29.1,25.5,33.2
Kent County,Delaware,10001,32.9,31.4,34.6
New Castle County,Delaware,10003,27.4,25.9,29
Sussex County,Delaware,10005,30,28.1,31.8
District Of Columbia,District of Columbia,11001,21.9,21.1,22.7
Alachua County,Florida,12001,26.4,23.7,29.1
Baker County,Florida,12003,31.6,28.4,34.7
Bay County,Florida,12005,25.3,22.2,28.4
Bradford County,Florida,12007,34.5,31.4,37.7
Brevard County,Florida,12009,25.6,22.6,28.9
Broward County,Florida,12011,21.6,19,24.2
Calhoun County,Florida,12013,30.5,27.4,33.7
Charlotte County,Florida,12015,26.3,23,30
Citrus County,Florida,12017,30.7,27.3,34.2
Clay County,Florida,12019,27.6,24.6,31
Collier County,Florida,12021,21.8,19,24.8
Columbia County,Florida,12023,30.6,27.8,33.7
Desoto County,Florida,12027,31.4,28.5,34.9
Dixie County,Florida,12029,31.9,28.7,35.6
Duval County,Florida,12031,27.6,25.8,29.5
Escambia County,Florida,12033,29,25.9,32.1
Flagler County,Florida,12035,25.9,23.1,29
Franklin County,Florida,12037,28,24.5,31.7
Gadsden County,Florida,12039,36.2,33.1,39.5
Gilchrist County,Florida,12041,32.1,28.9,35.5
Glades County,Florida,12043,34.4,30.8,38
Gulf County,Florida,12045,26.4,23,29.5
Hamilton County,Florida,12047,33.8,30.5,37.3
Hardee County,Florida,12049,37.3,34,40.9
Hendry County,Florida,12051,33.7,30.2,37.3
Hernando County,Florida,12053,27.4,24,31
Highlands County,Florida,12055,27.5,24.4,30.7
Hillsborough County,Florida,12057,26.5,23.9,29.3
Holmes County,Florida,12059,30.9,27.8,34
Indian River County,Florida,12061,21.4,18.4,24.6
Jackson County,Florida,12063,32.4,29.4,35.4
Jefferson County,Florida,12065,31.3,27.8,34.9
Lafayette County,Florida,12067,32.8,29.2,36.3
Lake County,Florida,12069,25.6,22.8,28.6
Lee County,Florida,12071,26.1,23,29.2
Leon County,Florida,12073,28.2,25.1,31.2
Levy County,Florida,12075,30.4,27.2,33.6
Liberty County,Florida,12077,35.2,31.7,39.1
Madison County,Florida,12079,33.7,30.7,37
Manatee County,Florida,12081,24.5,21.4,27.7
Marion County,Florida,12083,27.2,24.2,30.3
Martin County,Florida,12085,20.1,17.3,23
Miami-Dade County,Florida,12086,22,19.1,25.1
Monroe County,Florida,12087,18.5,15.9,21.1
Nassau County,Florida,12089,26.6,23.4,29.7
Okaloosa County,Florida,12091,24.1,21.3,27.2
Okeechobee County,Florida,12093,31.8,28.7,34.9
Orange County,Florida,12095,24.3,22,26.7
Osceola County,Florida,12097,27.1,24.2,29.9
Palm Beach County,Florida,12099,19.8,17.4,22.3
Pasco County,Florida,12101,25.3,22.3,28.4
Pinellas County,Florida,12103,26.2,23.4,29.2
Polk County,Florida,12105,31.6,28.6,34.6
Putnam County,Florida,12107,31.9,28.4,35.6
Santa Rosa County,Florida,12113,23.2,20.4,26.1
Sarasota County,Florida,12115,20.6,18.2,23.4
Seminole County,Florida,12117,23.8,21,26.8
St. Johns County,Florida,12109,21.5,18.6,24.2
St. Lucie County,Florida,12111,27.1,24.2,30.5
Sumter County,Florida,12119,27.8,24.1,31.7
Suwannee County,Florida,12121,33.1,29.7,36.5
Taylor County,Florida,12123,32.5,29.1,35.9
Union County,Florida,12125,36.2,32.5,39.6
Volusia County,Florida,12127,24.8,21.8,27.8
Wakulla County,Florida,12129,30.7,27.5,33.6
Walton County,Florida,12131,25.5,22.4,28.9
Washington County,Florida,12133,30.9,27.9,34.2
Appling County,Georgia,13001,32,25.8,39
Atkinson County,Georgia,13003,30.8,23.7,38.5
Bacon County,Georgia,13005,30,22.8,37.7
Baker County,Georgia,13007,34,26.4,42.2
Baldwin County,Georgia,13009,32.8,26.7,39.4
Banks County,Georgia,13011,28.4,22.1,35.4
Barrow County,Georgia,13013,29.6,24,35.4
Bartow County,Georgia,13015,28.9,23.6,34.9
Ben Hill County,Georgia,13017,33.7,27.4,40.5
Berrien County,Georgia,13019,32.7,26.6,38.6
Bibb County,Georgia,13021,32,27.3,37.3
Bleckley County,Georgia,13023,30.7,24.1,37.2
Brantley County,Georgia,13025,29.3,22.9,36.8
Brooks County,Georgia,13027,32.3,26.1,38.8
Bryan County,Georgia,13029,28.5,22.7,35
Bulloch County,Georgia,13031,30.8,25.9,36
Burke County,Georgia,13033,36.1,29.2,43.3
Butts County,Georgia,13035,30.8,24.6,38
Calhoun County,Georgia,13037,34.9,27.1,43
Camden County,Georgia,13039,28.1,23.1,33.5
Candler County,Georgia,13043,31.9,24.6,39.4
Carroll County,Georgia,13045,32.7,26.7,38.8
Catoosa County,Georgia,13047,31.9,25.8,39.1
Charlton County,Georgia,13049,30.3,24.1,37.1
Chatham County,Georgia,13051,28.8,25,32.9
Chattahoochee County,Georgia,13053,31.9,24.3,39.9
Chattooga County,Georgia,13055,27.8,22.1,34
Cherokee County,Georgia,13057,24.4,21,28.1
Clarke County,Georgia,13059,27.4,22.9,32.5
Clay County,Georgia,13061,34.5,27,42.6
Clayton County,Georgia,13063,33.3,30.2,36.4
Clinch County,Georgia,13065,30.7,24.2,38.2
Cobb County,Georgia,13067,23.2,20.6,25.9
Coffee County,Georgia,13069,30.4,24.9,36.1
Colquitt County,Georgia,13071,34.2,28.5,40.6
Columbia County,Georgia,13073,26.6,22.5,31
Cook County,Georgia,13075,33.8,27.6,40.7
Coweta County,Georgia,13077,29,23.8,34.7
Crawford County,Georgia,13079,30.7,23.7,38.2
Crisp County,Georgia,13081,33.4,26.6,40.4
Dade County,Georgia,13083,27.3,20.6,34.1
Dawson County,Georgia,13085,27.1,20.3,34.4
Decatur County,Georgia,13087,32.9,26.9,39.4
Dekalb County,Georgia,13089,26.3,23.6,29.1
Dodge County,Georgia,13091,33.8,27.8,39.8
Dooly County,Georgia,13093,35.4,28,43.8
Dougherty County,Georgia,13095,33.4,28.3,38.6
Douglas County,Georgia,13097,28.8,23.5,33.9
Early County,Georgia,13099,31,24.4,38.2
Echols County,Georgia,13101,30.2,23.4,38.4
Effingham County,Georgia,13103,32.9,26.8,39.3
Elbert County,Georgia,13105,33.9,27.3,40.8
Emanuel County,Georgia,13107,34.3,27.6,41.5
Evans County,Georgia,13109,31.6,25.2,39.2
Fannin County,Georgia,13111,27.3,21.5,34
Fayette County,Georgia,13113,23.9,19.5,28.3
Floyd County,Georgia,13115,32.2,26.8,37.9
Forsyth County,Georgia,13117,23.7,19.6,28.2
Franklin County,Georgia,13119,27.6,21.3,35
Fulton County,Georgia,13121,22.6,20.2,25.2
Gilmer County,Georgia,13123,27.9,21.9,34.7
Glascock County,Georgia,13125,28.5,21.1,36.9
Glynn County,Georgia,13127,29.8,24.8,35.1
Gordon County,Georgia,13129,30.1,23.3,36.9
Grady County,Georgia,13131,32.5,26.6,38.7
Greene County,Georgia,13133,32.3,25.3,39.3
Gwinnett County,Georgia,13135,25.3,22.4,28.4
Habersham County,Georgia,13137,27.8,22,34.3
Hall County,Georgia,13139,27.8,23,32.7
Hancock County,Georgia,13141,37,28.9,45.3
Haralson County,Georgia,13143,28.8,22.6,35.4
Harris County,Georgia,13145,29.8,24.4,35.8
Hart County,Georgia,13147,29.5,23.2,36.6
Heard County,Georgia,13149,28.7,21.5,36.3
Henry County,Georgia,13151,28.4,24,33
Houston County,Georgia,13153,29.3,24.8,34.3
Irwin County,Georgia,13155,33.5,27,40.8
Jackson County,Georgia,13157,26.6,21.6,32.3
Jasper County,Georgia,13159,30.9,24.1,38.2
Jeff Davis County,Georgia,13161,30.6,24.1,37.9
Jefferson County,Georgia,13163,38.5,31.2,45.9
Jenkins County,Georgia,13165,33.6,26,41.3
Johnson County,Georgia,13167,34.9,28.4,42.6
Jones County,Georgia,13169,29.3,22.9,36.1
Lamar County,Georgia,13171,30.6,24.1,37.6
Lanier County,Georgia,13173,30.9,24.2,38.2
Laurens County,Georgia,13175,34.3,29.8,38.9
Lee County,Georgia,13177,27.8,22.1,34.1
Liberty County,Georgia,13179,30.4,24.4,36.8
Lincoln County,Georgia,13181,31.9,25.1,39.5
Long County,Georgia,13183,31.6,24.6,38.8
Lowndes County,Georgia,13185,33,29,37
Lumpkin County,Georgia,13187,27.4,20.9,34.2
Macon County,Georgia,13193,34.2,27.1,42
Madison County,Georgia,13195,30.5,24,37.4
Marion County,Georgia,13197,30.5,23.4,38
Mcduffie County,Georgia,13189,30,23.4,36.7
Mcintosh County,Georgia,13191,29.5,23.2,36.3
Meriwether County,Georgia,13199,31,24.7,37.7
Miller County,Georgia,13201,31.8,24.4,39.7
Mitchell County,Georgia,13205,33.5,27,40.2
Monroe County,Georgia,13207,29.9,24.1,36.9
Montgomery County,Georgia,13209,31.9,24.7,38.9
Morgan County,Georgia,13211,28.2,21.8,34.9
Murray County,Georgia,13213,30.6,24.3,37.5
Muscogee County,Georgia,13215,31.7,28.2,35.3
Newton County,Georgia,13217,33,27.6,39.1
Oconee County,Georgia,13219,28.6,22.8,34.5
Oglethorpe County,Georgia,13221,29.4,22.9,36.4
Paulding County,Georgia,13223,27.8,22.7,33
Peach County,Georgia,13225,29.4,23.3,36.2
Pickens County,Georgia,13227,25.8,20,32.3
Pierce County,Georgia,13229,29.9,23.4,36.9
Pike County,Georgia,13231,29.4,22.3,37
Polk County,Georgia,13233,28.9,23.4,35.2
Pulaski County,Georgia,13235,32.1,25.1,38.9
Putnam County,Georgia,13237,30.1,23.9,36.9
Quitman County,Georgia,13239,34.1,26.3,42.7
Rabun County,Georgia,13241,27.2,21.2,34.6
Randolph County,Georgia,13243,34.5,26.7,42.8
Richmond County,Georgia,13245,34.3,29.9,38.5
Rockdale County,Georgia,13247,30.7,24.9,37.1
Schley County,Georgia,13249,30.6,23.7,38.3
Screven County,Georgia,13251,31.9,25.3,38.9
Seminole County,Georgia,13253,32,25.3,39.5
Spalding County,Georgia,13255,32.2,25.4,39.3
Stephens County,Georgia,13257,35.7,28.3,43
Stewart County,Georgia,13259,35.1,27.3,43.2
Sumter County,Georgia,13261,30.4,24.3,36.4
Talbot County,Georgia,13263,33.9,25.8,41.9
Taliaferro County,Georgia,13265,33.9,26,42.4
Tattnall County,Georgia,13267,32.2,26.4,38.3
Taylor County,Georgia,13269,33.6,26.7,41.1
Telfair County,Georgia,13271,30.4,24.3,36.5
Terrell County,Georgia,13273,36.4,28.6,44.4
Thomas County,Georgia,13275,33.5,27.8,39.3
Tift County,Georgia,13277,36.6,31.1,42.9
Toombs County,Georgia,13279,30.5,24.2,37.2
Towns County,Georgia,13281,28.3,21.4,37.1
Treutlen County,Georgia,13283,33.4,26.5,41
Troup County,Georgia,13285,32.6,26.5,39.5
Turner County,Georgia,13287,34,27,41.4
Twiggs County,Georgia,13289,32.1,24.6,40.7
Union County,Georgia,13291,29.3,22.9,36.6
Upson County,Georgia,13293,30.6,24.1,37.4
Walker County,Georgia,13295,31.2,25.3,36.9
Walton County,Georgia,13297,28.7,23.8,34.2
Ware County,Georgia,13299,29,23.5,35.1
Warren County,Georgia,13301,32.3,25.3,40.6
Washington County,Georgia,13303,33.2,26.7,40.9
