Obesity; Total (Total); Adults Aged 20+ Years; Age-Adjusted Percentage; U.S. Counties; 2015
Data downloaded on 12-November-2020
County,State,CountyFIPS,Percentage,Lower Limit, Upper Limit
Dallas County,Arkansas,05039,40.8,32.1,49.3
Desha County,Arkansas,05041,39,31.8,46.5
Drew County,Arkansas,05043,38.4,31,46.5
Faulkner County,Arkansas,05045,35.6,30.4,41.2
Franklin County,Arkansas,05047,32.4,24.6,40.3
Fulton County,Arkansas,05049,31.9,24.5,39.3
Garland County,Arkansas,05051,31.6,26.3,37
Grant County,Arkansas,05053,39.1,32.8,46.2
Greene County,Arkansas,05055,34.6,28.1,41.3
Hempstead County,Arkansas,05057,36.2,29.2,43.8
Hot Spring County,Arkansas,05059,35,29.2,41.4
Howard County,Arkansas,05061,37.1,29.5,45.1
Independence County,Arkansas,05063,34.5,28,41.2
Izard County,Arkansas,05065,35.6,28.2,43.2
Jackson County,Arkansas,05067,37,29.6,45.3
Jefferson County,Arkansas,05069,42,37,47.1
Johnson County,Arkansas,05071,36.4,29,43.8
Lafayette County,Arkansas,05073,41.2,33.3,49.7
Lawrence County,Arkansas,05075,32.3,24.6,40.6
Lee County,Arkansas,05077,39.1,32.2,46.5
Lincoln County,Arkansas,05079,34.9,28.1,42.3
Little River County,Arkansas,05081,37.9,29.7,46
Logan County,Arkansas,05083,39,30.9,47.4
Lonoke County,Arkansas,05085,40.5,34.1,47
Madison County,Arkansas,05087,35.7,28.8,42.7
Marion County,Arkansas,05089,34.2,27.8,41.5
Miller County,Arkansas,05091,37,30.9,43.2
Mississippi County,Arkansas,05093,42.2,36.6,47.8
Monroe County,Arkansas,05095,37,28.8,46.2
Montgomery County,Arkansas,05097,35.3,27.4,43.6
Nevada County,Arkansas,05099,35.3,27.7,43.9
Newton County,Arkansas,05101,32.3,25,40.2
Ouachita County,Arkansas,05103,35.9,30.3,41.6
Perry County,Arkansas,05105,35.4,28.2,43.5
Phillips County,Arkansas,05107,45.1,38.6,51.5
Pike County,Arkansas,05109,35.3,28.1,44
Poinsett County,Arkansas,05111,37.1,30.1,44.4
Polk County,Arkansas,05113,35.2,28.9,42.8
Pope County,Arkansas,05115,36,30.2,41.6
Prairie County,Arkansas,05117,38.8,30.6,47.7
Pulaski County,Arkansas,05119,32.7,30.3,35
Randolph County,Arkansas,05121,36.3,29.4,44
Saline County,Arkansas,05125,34.9,29.8,40.1
Scott County,Arkansas,05127,37.9,29.6,47
Searcy County,Arkansas,05129,35.9,28.4,43.9
Sebastian County,Arkansas,05131,33.6,29.1,38.3
Sevier County,Arkansas,05133,35.1,28.9,41.9
Sharp County,Arkansas,05135,40.9,32.7,49.5
St. Francis County,Arkansas,05123,46.9,40.6,53.6
Stone County,Arkansas,05137,37.6,30.4,45.3
Union County,Arkansas,05139,41.1,34.6,47.7
Van Buren County,Arkansas,05141,39.4,32.2,47
Washington County,Arkansas,05143,31,27.9,34.3
White County,Arkansas,05145,35.9,30.4,42
Woodruff County,Arkansas,05147,38.3,30,47.1
Yell County,Arkansas,05149,41.1,33.9,48.5
Alameda County,California,06001,18.9,16.9,21
Alpine County,California,06003,22.4,16.3,29.1
Amador County,California,06005,23.4,18.1,29.7
Butte County,California,06007,25.2,20.7,30.2
Calaveras County,California,06009,23.5,17.1,31
Colusa County,California,06011,27.6,20.8,35.8
Contra Costa County,California,06013,24.8,22.1,27.9
Del Norte County,California,06015,24.4,18.4,30.4
El Dorado County,California,06017,19.1,15.1,23.5
Fresno County,California,06019,28.5,25.1,32.1
Glenn County,California,06021,25.2,19,32.1
Humboldt County,California,06023,26.6,21.5,32
Imperial County,California,06025,27.3,20.8,34
Inyo County,California,06027,23.9,17.3,30.8
Kern County,California,06029,30.4,26.9,34.5
Kings County,California,06031,24.1,18.7,29.6
Lake County,California,06033,23.2,17.7,29.3
Lassen County,California,06035,25.5,19.4,32.3
Los Angeles County,California,06037,21.2,20,22.4
Madera County,California,06039,26.1,20.1,32.4
Marin County,California,06041,17.4,13.7,21.5
Mariposa County,California,06043,24,17.7,31.3
Mendocino County,California,06045,26.9,21,33.8
Merced County,California,06047,25.8,20.9,31.2
Modoc County,California,06049,22.3,16.3,29.3
Mono County,California,06051,22.9,16.7,30
Monterey County,California,06053,25.3,21,29.9
Napa County,California,06055,21.1,16.1,26
Nevada County,California,06057,19.6,14.9,25.1
Orange County,California,06059,19.2,17.4,21
Placer County,California,06061,19.6,16.3,23
Plumas County,California,06063,22.4,16.7,29.1
Riverside County,California,06065,25.6,23.3,28.1
Sacramento County,California,06067,26.7,24.5,29
San Benito County,California,06069,24.7,18.4,31.9
San Bernardino County,California,06071,26,23.7,28.6
San Diego County,California,06073,20.3,18.7,21.9
San Francisco County,California,06075,18.6,16,21.4
San Joaquin County,California,06077,29.5,26,33.2
San Luis Obispo County,California,06079,23.2,19,28.2
San Mateo County,California,06081,20.8,17.9,23.9
Santa Barbara County,California,06083,20.9,17.2,25
Santa Clara County,California,06085,19.6,17.6,21.8
Santa Cruz County,California,06087,17,13.4,20.9
Shasta County,California,06089,22.1,17.7,26.9
Sierra County,California,06091,21.8,15.6,29.2
Siskiyou County,California,06093,24.4,18.5,31
Solano County,California,06095,27,22.9,31.3
Sonoma County,California,06097,19.4,16.1,22.8
Stanislaus County,California,06099,31,26.7,35.6
Sutter County,California,06101,26.7,21.2,33.2
Tehama County,California,06103,24.5,19.1,31.3
Trinity County,California,06105,23.9,18,31.3
Tulare County,California,06107,33.4,28.4,38.8
Tuolumne County,California,06109,23.2,17.5,29.7
Ventura County,California,06111,20.6,17.6,24
Yolo County,California,06113,23,18.8,27.7
Yuba County,California,06115,27.9,21.8,34.7
Adams County,Colorado,08001,26.6,24.7,28.7
Alamosa County,Colorado,08003,19.9,15.9,24.8
Arapahoe County,Colorado,08005,21.7,20.3,23.1
Archuleta County,Colorado,08007,19.3,14.8,24.7
Baca County,Colorado,08009,22.4,17,28.7
Bent County,Colorado,08011,25.5,19.2,32.4
Boulder County,Colorado,08013,14.8,13.2,16.5
Broomfield County,Colorado,08014,18.6,15.1,22.4
Chaffee County,Colorado,08015,16.7,13.1,20.8
Cheyenne County,Colorado,08017,22.5,17,29.2
Clear Creek County,Colorado,08019,19.6,14.8,25.5
Conejos County,Colorado,08021,23.5,18.6,29.7
Costilla County,Colorado,08023,21.6,15.9,28.1
Crowley County,Colorado,08025,22.8,16.8,29.2
Custer County,Colorado,08027,22.5,17,28.7
Delta County,Colorado,08029,23.1,18.9,27.5
Denver County,Colorado,08031,16.3,15,17.7
Dolores County,Colorado,08033,18.3,12.9,24.4
Douglas County,Colorado,08035,18.3,16.3,20.4
Eagle County,Colorado,08037,13.7,10.8,16.9
El Paso County,Colorado,08041,22.5,21,24.1
Elbert County,Colorado,08039,23.2,19.5,27.4
Fremont County,Colorado,08043,24.9,21.2,28.9
Garfield County,Colorado,08045,21.4,17.8,25.1
Gilpin County,Colorado,08047,20.6,15.2,26.6
Grand County,Colorado,08049,15.9,11.8,20.8
Gunnison County,Colorado,08051,15.8,12.1,20.4
Hinsdale County,Colorado,08053,19.2,13.6,26.6
Huerfano County,Colorado,08055,21.8,16.8,27.5
Jackson County,Colorado,08057,22.5,16.4,29.6
Jefferson County,Colorado,08059,20.1,18.7,21.8
Kiowa County,Colorado,08061,22.1,16.1,28.9
Kit Carson County,Colorado,08063,28.3,22.7,34.2
La Plata County,Colorado,08067,16.4,13.6,19.4
Lake County,Colorado,08065,19.9,14.6,25.8
Larimer County,Colorado,08069,18.7,16.9,20.8
Las Animas County,Colorado,08071,24.9,19.7,30.5
Lincoln County,Colorado,08073,24.7,19.4,30.4
Logan County,Colorado,08075,33.7,28.6,38.8
Mesa County,Colorado,08077,22.7,20.1,25.5
Mineral County,Colorado,08079,18.3,13.2,24.5
Moffat County,Colorado,08081,24.7,20.3,29.4
Montezuma County,Colorado,08083,24.2,19.8,28.9
Montrose County,Colorado,08085,20.7,16.9,24.7
Morgan County,Colorado,08087,31.5,26.5,36.2
Otero County,Colorado,08089,29.3,24.5,34.8
Ouray County,Colorado,08091,18.9,13.8,25.1
Park County,Colorado,08093,19.9,15.9,24.8
Phillips County,Colorado,08095,23.6,18.1,30.2
Pitkin County,Colorado,08097,15,11.3,19.6
Prowers County,Colorado,08099,29.7,24.3,35.8
Pueblo County,Colorado,08101,28.3,25,31.8
Rio Blanco County,Colorado,08103,20.6,15.6,26
Rio Grande County,Colorado,08105,23.1,17.8,29
Routt County,Colorado,08107,13.9,10.9,17.3
Saguache County,Colorado,08109,23.3,18,29.8
San Juan County,Colorado,08111,20.1,14.1,27.1
San Miguel County,Colorado,08113,17.3,12.6,22.6
Sedgwick County,Colorado,08115,21.2,15.3,28.4
Summit County,Colorado,08117,14.4,10.9,18.6
Teller County,Colorado,08119,19.7,15.8,24
Washington County,Colorado,08121,24.6,18.4,31
Weld County,Colorado,08123,26.3,24.1,28.5
Yuma County,Colorado,08125,25.2,19.9,31.2
Fairfield County,Connecticut,09001,21.1,19.9,22.2
Hartford County,Connecticut,09003,25.4,24.3,26.7
Litchfield County,Connecticut,09005,26.6,23.9,29.6
Middlesex County,Connecticut,09007,24.3,21.6,27.2
New Haven County,Connecticut,09009,26.7,25.3,28.1
New London County,Connecticut,09011,29.4,27.2,31.6
Tolland County,Connecticut,09013,24.2,21.7,26.9
Windham County,Connecticut,09015,30.9,27.7,34.1
Kent County,Delaware,10001,33.4,31.7,35.4
New Castle County,Delaware,10003,28.4,26.9,29.9
Sussex County,Delaware,10005,32.3,30.4,34.6
District Of Columbia,District of Columbia,11001,23.6,22.7,24.5
Alachua County,Florida,12001,25.5,22.7,28.6
Baker County,Florida,12003,36.6,31.9,41.7
Bay County,Florida,12005,29.4,26.1,33
Bradford County,Florida,12007,37.4,33,41.8
Brevard County,Florida,12009,28.1,25.3,31
Broward County,Florida,12011,25.2,23,27.4
Calhoun County,Florida,12013,34.3,29.8,38.9
Charlotte County,Florida,12015,28.1,23.7,32.5
Citrus County,Florida,12017,28.3,24.5,32.5
Clay County,Florida,12019,30.1,26.3,34.2
Collier County,Florida,12021,21.6,18.7,25.1
Columbia County,Florida,12023,35.6,32.2,39.3
Desoto County,Florida,12027,30.1,25.4,35
Dixie County,Florida,12029,35.1,30.3,39.9
Duval County,Florida,12031,30.5,28.3,32.7
Escambia County,Florida,12033,27.6,24.7,30.8
Flagler County,Florida,12035,25.3,21.5,29.2
Franklin County,Florida,12037,34.6,29.4,39.8
Gadsden County,Florida,12039,42.1,37.7,46.7
Gilchrist County,Florida,12041,34.3,29.2,39.5
Glades County,Florida,12043,33.5,27.8,39.7
Gulf County,Florida,12045,35.8,31.3,41.1
Hamilton County,Florida,12047,39.7,35.3,44.4
Hardee County,Florida,12049,37.9,32.3,43.4
Hendry County,Florida,12051,32.7,28,37.8
Hernando County,Florida,12053,32.1,27.8,36.5
Highlands County,Florida,12055,31.8,27.4,36.2
Hillsborough County,Florida,12057,25.4,23.3,27.7
Holmes County,Florida,12059,32.3,27.8,37
Indian River County,Florida,12061,28.1,24.3,32.1
Jackson County,Florida,12063,35,31.2,39
Jefferson County,Florida,12065,34.4,29,39.5
Lafayette County,Florida,12067,35.5,30.2,40.7
Lake County,Florida,12069,30.8,27.5,34.4
Lee County,Florida,12071,25.6,22.7,28.7
Leon County,Florida,12073,28.9,26.4,31.6
Levy County,Florida,12075,30.1,26.1,34.5
Liberty County,Florida,12077,37.4,32.1,42.9
Madison County,Florida,12079,34,29.6,38.6
Manatee County,Florida,12081,28.2,24.5,31.8
Marion County,Florida,12083,30.5,27.2,33.7
Martin County,Florida,12085,20.4,17,24
Miami-Dade County,Florida,12086,22.4,19.9,25
Monroe County,Florida,12087,22.2,18.4,26.2
Nassau County,Florida,12089,30.3,26.2,34.7
Okaloosa County,Florida,12091,28.8,25.3,32.3
Okeechobee County,Florida,12093,33.5,28.5,38.5
Orange County,Florida,12095,25.5,23.3,27.8
Osceola County,Florida,12097,28.8,25,32.8
Palm Beach County,Florida,12099,21.8,19.6,24.1
Pasco County,Florida,12101,31.8,28.5,34.9
Pinellas County,Florida,12103,25.9,23.4,28.5
Polk County,Florida,12105,35.9,32.6,39.2
Putnam County,Florida,12107,36.9,32.3,41.4
Santa Rosa County,Florida,12113,27.8,24.5,31.5
Sarasota County,Florida,12115,21.6,18.7,24.8
Seminole County,Florida,12117,26.7,23.5,30.1
St. Johns County,Florida,12109,22.5,19.4,25.9
St. Lucie County,Florida,12111,28.6,24.9,32.5
Sumter County,Florida,12119,31.4,26.5,36.4
Suwannee County,Florida,12121,38.2,34.5,42.3
Taylor County,Florida,12123,33.5,29.3,37.5
Union County,Florida,12125,37.7,32.8,43.1
Volusia County,Florida,12127,28.1,25.1,31.4
Wakulla County,Florida,12129,38.7,34.4,43.4
Walton County,Florida,12131,31.7,27.4,36.2
Washington County,Florida,12133,36.9,32.6,41.4
Appling County,Georgia,13001,35.7,28.1,43.7
Atkinson County,Georgia,13003,31.8,23.9,40.3
Bacon County,Georgia,13005,32.7,24.4,41.8
Baker County,Georgia,13007,31.7,24.3,40.6
Baldwin County,Georgia,13009,33.9,26.8,41.3
Banks County,Georgia,13011,31.1,23.8,39.9
Barrow County,Georgia,13013,34.9,28.1,42.5
Bartow County,Georgia,13015,34.7,28.5,41.3
Ben Hill County,Georgia,13017,33.5,26.2,41
Berrien County,Georgia,13019,33.5,26.4,41.2
Bibb County,Georgia,13021,35.3,30,41.1
Bleckley County,Georgia,13023,35.2,27,44.1
Brantley County,Georgia,13025,31.1,23.6,40
Brooks County,Georgia,13027,30.3,23.6,37.9
Bryan County,Georgia,13029,32.2,25.3,39.8
Bulloch County,Georgia,13031,30.6,25.2,36.5
Burke County,Georgia,13033,32.2,24.9,40
Butts County,Georgia,13035,29.6,22.7,37.1
Calhoun County,Georgia,13037,29.6,22.6,37.3
Camden County,Georgia,13039,31.8,25.7,38.6
Candler County,Georgia,13043,34.6,26.4,43.6
Carroll County,Georgia,13045,35,28.1,41.5
Catoosa County,Georgia,13047,34.3,27.4,42.2
Charlton County,Georgia,13049,32.9,26.1,40.3
Chatham County,Georgia,13051,30.7,26.5,35.1
Chattahoochee County,Georgia,13053,29.8,22.3,37.2
Chattooga County,Georgia,13055,33.8,26.4,41.9
Cherokee County,Georgia,13057,25.8,21.2,30.7
Clarke County,Georgia,13059,26.2,20.9,31.4
Clay County,Georgia,13061,32.3,24.4,40.8
Clayton County,Georgia,13063,34.5,30.1,38.9
Clinch County,Georgia,13065,33.5,25.2,42.8
Cobb County,Georgia,13067,26,23,29
Coffee County,Georgia,13069,35,28.2,42.5
Colquitt County,Georgia,13071,31.6,25.3,38.2
Columbia County,Georgia,13073,28.4,23.7,33.5
Cook County,Georgia,13075,29.9,23.5,37.2
Coweta County,Georgia,13077,27.9,23,33.6
Crawford County,Georgia,13079,32.8,25.2,42.5
Crisp County,Georgia,13081,34.3,27.6,42.3
Dade County,Georgia,13083,34.8,26.8,43.5
Dawson County,Georgia,13085,27.9,20.6,35.8
Decatur County,Georgia,13087,27.7,21.4,34.5
Dekalb County,Georgia,13089,25.4,22.6,28.5
Dodge County,Georgia,13091,29.9,23.3,37.7
Dooly County,Georgia,13093,33.1,25.5,41.1
Dougherty County,Georgia,13095,33.2,27.3,39.4
Douglas County,Georgia,13097,29.7,24.4,35.3
Early County,Georgia,13099,34.2,26.4,42.1
Echols County,Georgia,13101,27.5,20.6,35.9
Effingham County,Georgia,13103,35.6,28.9,42.8
Elbert County,Georgia,13105,31.4,24.6,39.3
Emanuel County,Georgia,13107,33.3,26.3,41.3
Evans County,Georgia,13109,32.5,24.7,40.6
Fannin County,Georgia,13111,27,20.6,34.5
Fayette County,Georgia,13113,32.5,26.9,38.7
Floyd County,Georgia,13115,34.4,28.2,41.7
Forsyth County,Georgia,13117,29.5,24.2,35.7
Franklin County,Georgia,13119,30.5,23,38.2
Fulton County,Georgia,13121,25,22.7,27.5
Gilmer County,Georgia,13123,28.1,21.1,35.8
Glascock County,Georgia,13125,28.9,20.7,38.2
Glynn County,Georgia,13127,28.4,22.7,34.4
Gordon County,Georgia,13129,26.4,20.5,33.8
Grady County,Georgia,13131,34.4,27.1,42.7
Greene County,Georgia,13133,31.1,23.5,40
Gwinnett County,Georgia,13135,29.6,26.3,32.9
Habersham County,Georgia,13137,29.5,22.7,37.1
Hall County,Georgia,13139,31.7,25.9,37.9
Hancock County,Georgia,13141,30.3,22.3,38.6
Haralson County,Georgia,13143,27.2,20.2,34.8
Harris County,Georgia,13145,31.5,24.7,39.2
Hart County,Georgia,13147,31.4,24.3,39.5
Heard County,Georgia,13149,30.8,22.9,38.8
Henry County,Georgia,13151,33.7,28.8,39.3
Houston County,Georgia,13153,31.9,26.1,37.8
Irwin County,Georgia,13155,31.3,23.7,39.6
Jackson County,Georgia,13157,26.2,20.9,32.6
Jasper County,Georgia,13159,31.7,23.9,39.7
Jeff Davis County,Georgia,13161,29.8,22.4,37.1
Jefferson County,Georgia,13163,32.3,24.8,40.3
Jenkins County,Georgia,13165,30.4,23.5,38.3
Johnson County,Georgia,13167,33.3,26,41.5
Jones County,Georgia,13169,30.4,23.6,37.8
Lamar County,Georgia,13171,32.9,25.3,40.8
Lanier County,Georgia,13173,31.8,24.4,39.8
Laurens County,Georgia,13175,36.9,30.8,43
Lee County,Georgia,13177,32.6,25.1,40.5
Liberty County,Georgia,13179,36.4,30,43.2
Lincoln County,Georgia,13181,27.6,20.9,35.3
Long County,Georgia,13183,34.7,27.3,42.8
Lowndes County,Georgia,13185,36.5,31.3,42
Lumpkin County,Georgia,13187,31.9,24.3,40.7
Macon County,Georgia,13193,34,26.6,42
Madison County,Georgia,13195,32.7,25.8,40.8
Marion County,Georgia,13197,30.4,23.5,38.4
Mcduffie County,Georgia,13189,31,23.6,39.4
Mcintosh County,Georgia,13191,30.9,23.2,39.5
Meriwether County,Georgia,13199,30.9,23.6,39
Miller County,Georgia,13201,28.4,21.1,36.6
Mitchell County,Georgia,13205,32.9,25.6,40.4
Monroe County,Georgia,13207,30.6,23.9,38.4
Montgomery County,Georgia,13209,34.2,26.8,42.3
Morgan County,Georgia,13211,32.6,25.3,40.8
Murray County,Georgia,13213,31.8,24.3,39.5
Muscogee County,Georgia,13215,32.6,28,37.4
Newton County,Georgia,13217,32.6,26.3,39.4
Oconee County,Georgia,13219,27.4,21,34.7
Oglethorpe County,Georgia,13221,31.4,24.3,38.8
Paulding County,Georgia,13223,28.6,22.8,34.5
Peach County,Georgia,13225,36.1,27.9,44.1
Pickens County,Georgia,13227,30.3,23.4,38.2
Pierce County,Georgia,13229,31,23.7,39
Pike County,Georgia,13231,29.2,21.8,37.5
Polk County,Georgia,13233,34.9,27.7,42.8
Pulaski County,Georgia,13235,34.6,26.6,43.9
Putnam County,Georgia,13237,31.4,24.3,39.4
Quitman County,Georgia,13239,31.5,23.7,40.2
Rabun County,Georgia,13241,27.9,21.1,35.8
Randolph County,Georgia,13243,31.4,23.6,39.2
Richmond County,Georgia,13245,32.1,27.5,36.6
Rockdale County,Georgia,13247,34.7,27.6,42.1
Schley County,Georgia,13249,30.3,22.9,39.1
Screven County,Georgia,13251,31.3,23.8,39.2
Seminole County,Georgia,13253,32.6,25,40.8
Spalding County,Georgia,13255,33.5,26.5,40.7
Stephens County,Georgia,13257,32,24.2,39.7
Stewart County,Georgia,13259,33,25.6,41.4
Sumter County,Georgia,13261,32.9,25.9,40
Talbot County,Georgia,13263,32.7,25.1,41.1
Taliaferro County,Georgia,13265,30.8,23.2,39.5
Tattnall County,Georgia,13267,34.7,27.2,42.2
Taylor County,Georgia,13269,31.4,24.2,39.1
Telfair County,Georgia,13271,29.2,22.1,36.4
Terrell County,Georgia,13273,31.6,23.6,40.3
Thomas County,Georgia,13275,32.2,25.6,39.7
Tift County,Georgia,13277,31.7,25.5,38.8
Toombs County,Georgia,13279,36.8,29,44.8
Towns County,Georgia,13281,29.6,21.7,37.9
Treutlen County,Georgia,13283,31.1,23.8,39.1
Troup County,Georgia,13285,31.4,25.2,38.5
Turner County,Georgia,13287,32.9,25.8,40.7
Twiggs County,Georgia,13289,33.8,26.1,42.1
Union County,Georgia,13291,29.3,21.8,37.5
Upson County,Georgia,13293,31,23.9,39
Walker County,Georgia,13295,32.3,26.4,39.2
Walton County,Georgia,13297,31,25.1,37.8
Ware County,Georgia,13299,33.7,26.7,41
