Obesity; Total (Total); Adults Aged 20+ Years; Age-Adjusted Percentage; U.S. Counties; 2013
Data downloaded on 12-November-2020
County,State,CountyFIPS,Percentage,Lower Limit, Upper Limit
Coweta County,Georgia,13077,26.3,22,31.8
Crawford County,Georgia,13079,26.5,20.6,33.6
Crisp County,Georgia,13081,30.7,24.3,37.6
Dade County,Georgia,13083,32.2,24.6,40.8
Dawson County,Georgia,13085,27.3,20.8,34.6
Decatur County,Georgia,13087,29.8,23.7,36.1
Dekalb County,Georgia,13089,27.1,24.7,29.8
Dodge County,Georgia,13091,28.2,21.9,34.9
Dooly County,Georgia,13093,34.4,27.2,42.2
Dougherty County,Georgia,13095,34.3,28.8,39.8
Douglas County,Georgia,13097,31.9,26.6,37.8
Early County,Georgia,13099,31.3,24,39
Echols County,Georgia,13101,28,20.2,35.8
Effingham County,Georgia,13103,34.8,28.1,42.2
Elbert County,Georgia,13105,30.9,23.7,38.6
Emanuel County,Georgia,13107,36.4,29.3,43.8
Evans County,Georgia,13109,33.3,26,41.8
Fannin County,Georgia,13111,25.5,19.5,32.6
Fayette County,Georgia,13113,30.3,25.3,35.6
Floyd County,Georgia,13115,30.8,25.2,37.1
Forsyth County,Georgia,13117,28.9,24.4,33.8
Franklin County,Georgia,13119,29.4,22.5,37.8
Fulton County,Georgia,13121,23.8,21.8,26.1
Gilmer County,Georgia,13123,29.4,22.6,36.8
Glascock County,Georgia,13125,28.3,20.4,36.9
Glynn County,Georgia,13127,25.8,21.1,30.8
Gordon County,Georgia,13129,29,23.3,36
Grady County,Georgia,13131,32.8,26.2,39.8
Greene County,Georgia,13133,29.8,22.6,37
Gwinnett County,Georgia,13135,29,26.3,31.8
Habersham County,Georgia,13137,31.7,24.9,39.3
Hall County,Georgia,13139,25.5,21.2,30.4
Hancock County,Georgia,13141,30.6,22.8,39.5
Haralson County,Georgia,13143,27.1,20.8,34.1
Harris County,Georgia,13145,27.6,22.1,34.1
Hart County,Georgia,13147,29.7,23.7,37.9
Heard County,Georgia,13149,29.8,22.6,38.4
Henry County,Georgia,13151,32.6,27.9,37.5
Houston County,Georgia,13153,30.7,25.7,36.1
Irwin County,Georgia,13155,29.1,22.4,36.4
Jackson County,Georgia,13157,27.1,21.9,33.3
Jasper County,Georgia,13159,28.8,21.7,36.3
Jeff Davis County,Georgia,13161,29.7,22.5,37.3
Jefferson County,Georgia,13163,35,27,42.5
Jenkins County,Georgia,13165,29.7,22.8,37.5
Johnson County,Georgia,13167,33.7,26.5,41.6
Jones County,Georgia,13169,33.1,26.2,40.3
Lamar County,Georgia,13171,30.3,23.4,38.9
Lanier County,Georgia,13173,33,26,41.1
Laurens County,Georgia,13175,36.3,31.4,41.6
Lee County,Georgia,13177,30.7,24.5,37.7
Liberty County,Georgia,13179,35,28.6,40.8
Lincoln County,Georgia,13181,28.4,21.5,36.2
Long County,Georgia,13183,31.1,24.3,38.1
Lowndes County,Georgia,13185,31.5,27,36.3
Lumpkin County,Georgia,13187,30.6,23.5,38.1
Macon County,Georgia,13193,36,28.9,44.1
Madison County,Georgia,13195,31.6,25.1,38.8
Marion County,Georgia,13197,32.3,25,40.2
Mcduffie County,Georgia,13189,33,26.1,40.2
Mcintosh County,Georgia,13191,30.5,23.6,38.1
Meriwether County,Georgia,13199,34.4,26.6,42
Miller County,Georgia,13201,30.2,23,38.5
Mitchell County,Georgia,13205,33.3,26,40.7
Monroe County,Georgia,13207,31.5,24.4,38.9
Montgomery County,Georgia,13209,36.1,29.5,43.9
Morgan County,Georgia,13211,25.9,19.5,32.9
Murray County,Georgia,13213,32.2,25.6,39.2
Muscogee County,Georgia,13215,28.7,24.9,32.7
Newton County,Georgia,13217,32.6,26.8,38.9
Oconee County,Georgia,13219,28.2,22.2,34.7
Oglethorpe County,Georgia,13221,29.7,23.1,36.6
Paulding County,Georgia,13223,28.3,23.5,33.6
Peach County,Georgia,13225,34.2,27.2,41.5
Pickens County,Georgia,13227,26.3,20.3,33.1
Pierce County,Georgia,13229,28.2,21.6,35.5
Pike County,Georgia,13231,25.6,19,33.2
Polk County,Georgia,13233,34.4,27.5,42.7
Pulaski County,Georgia,13235,31.5,24.8,39.3
Putnam County,Georgia,13237,29.9,23.5,37
Quitman County,Georgia,13239,33.8,26.2,42.3
Rabun County,Georgia,13241,29.5,22.1,37.6
Randolph County,Georgia,13243,33.3,24.9,42.5
Richmond County,Georgia,13245,33.9,29.9,38.1
Rockdale County,Georgia,13247,35.4,28.5,42
Schley County,Georgia,13249,30,22.9,38.1
Screven County,Georgia,13251,32.6,25.2,41
Seminole County,Georgia,13253,30.5,23.2,38.2
Spalding County,Georgia,13255,32.3,26,39.3
Stephens County,Georgia,13257,29.9,23,38.3
Stewart County,Georgia,13259,34.1,25.6,42.5
Sumter County,Georgia,13261,32.6,26.1,39.1
Talbot County,Georgia,13263,32.4,24.1,40.4
Taliaferro County,Georgia,13265,30.7,23,39.2
Tattnall County,Georgia,13267,32.9,26.4,40.4
Taylor County,Georgia,13269,28.3,21.7,35.6
Telfair County,Georgia,13271,30.7,24,38.3
Terrell County,Georgia,13273,31.2,23,40.3
Thomas County,Georgia,13275,33.8,27.7,39.9
Tift County,Georgia,13277,34,28,40.2
Toombs County,Georgia,13279,31.3,24.9,38.8
Towns County,Georgia,13281,27.8,20.6,36.3
Treutlen County,Georgia,13283,32.6,25.7,40.3
Troup County,Georgia,13285,29.8,23.2,36.6
Turner County,Georgia,13287,34.7,26.9,43.2
Twiggs County,Georgia,13289,32.1,24.6,39.6
Union County,Georgia,13291,27.2,20.4,34.6
Upson County,Georgia,13293,31.8,24.1,39.5
Walker County,Georgia,13295,31.9,25.6,38.8
Walton County,Georgia,13297,34.1,28.3,40
Ware County,Georgia,13299,35.4,28.6,42.2
Warren County,Georgia,13301,31.6,23.6,40.4
