Obesity; Total (Total); Adults Aged 20+ Years; Age-Adjusted Percentage; U.S. Counties; 2007
Data downloaded on 12-November-2020
County,State,CountyFIPS,Percentage,Lower Limit, Upper Limit
Adams County,Colorado,08001,24.4,22.4,26.5
Alamosa County,Colorado,08003,19.4,14.7,24.6
Arapahoe County,Colorado,08005,19.6,18.1,21.1
Archuleta County,Colorado,08007,17,12.6,21.7
Baca County,Colorado,08009,23.4,17.5,30.4
Bent County,Colorado,08011,21.9,16.8,27.9
Boulder County,Colorado,08013,13.3,11.6,15
Broomfield County,Colorado,08014,18.8,15.4,22.2
Chaffee County,Colorado,08015,16.1,12.4,20
Cheyenne County,Colorado,08017,18.3,13.2,24.4
Clear Creek County,Colorado,08019,20.3,15.2,26
Conejos County,Colorado,08021,17.9,13.3,23.6
Costilla County,Colorado,08023,18.9,13.8,25.4
Crowley County,Colorado,08025,19.8,14.7,25.7
Custer County,Colorado,08027,17.9,13,23.4
Delta County,Colorado,08029,21.4,17.3,25.9
Denver County,Colorado,08031,17,15.6,18.5
Dolores County,Colorado,08033,20.3,15.4,26.1
Douglas County,Colorado,08035,15.9,14.2,17.7
Eagle County,Colorado,08037,13.9,10.9,17
El Paso County,Colorado,08041,20.2,18.8,21.8
Elbert County,Colorado,08039,17.7,14.2,22.4
Fremont County,Colorado,08043,20.5,17.1,24.4
Garfield County,Colorado,08045,16.6,13.6,20.1
Gilpin County,Colorado,08047,17.2,13.1,22.5
Grand County,Colorado,08049,17,13,22
Gunnison County,Colorado,08051,15.9,12.3,20.1
Hinsdale County,Colorado,08053,17.8,12.8,23.9
Huerfano County,Colorado,08055,18.9,14,24.6
Jackson County,Colorado,08057,20.7,15.4,26.5
Jefferson County,Colorado,08059,18,16.5,19.5
Kiowa County,Colorado,08061,18.9,13.9,25.2
Kit Carson County,Colorado,08063,23.8,17.9,30.4
La Plata County,Colorado,08067,14.7,11.9,18
Lake County,Colorado,08065,18.7,13.9,24.6
Larimer County,Colorado,08069,16.9,15,18.7
Las Animas County,Colorado,08071,21,16.1,26.7
Lincoln County,Colorado,08073,22.1,16.9,28.3
Logan County,Colorado,08075,22.4,17.6,27.8
Mesa County,Colorado,08077,20.5,18.2,23.2
Mineral County,Colorado,08079,18.6,13.5,24.8
Moffat County,Colorado,08081,20,15.5,25
Montezuma County,Colorado,08083,19.6,15.7,23.9
Montrose County,Colorado,08085,17.6,14.1,21.5
Morgan County,Colorado,08087,20.2,15.8,25
Otero County,Colorado,08089,23.4,17.9,28.9
Ouray County,Colorado,08091,17.2,13,22.6
Park County,Colorado,08093,16.2,12.3,20.5
Phillips County,Colorado,08095,20,14.6,26.3
Pitkin County,Colorado,08097,14.1,10.6,18.3
Prowers County,Colorado,08099,20.6,15.6,26.3
Pueblo County,Colorado,08101,23.5,20.5,26.4
Rio Blanco County,Colorado,08103,15.8,11.7,20.5
Rio Grande County,Colorado,08105,19,14.3,24.3
Routt County,Colorado,08107,13.8,10.4,18
Saguache County,Colorado,08109,19.9,14.6,26.3
San Juan County,Colorado,08111,18.2,13.2,24.4
San Miguel County,Colorado,08113,16.2,11.6,21.4
Sedgwick County,Colorado,08115,20.6,15.1,26.6
Summit County,Colorado,08117,13.8,10.2,17.5
Teller County,Colorado,08119,18.2,14.6,22.7
Washington County,Colorado,08121,20.1,14.9,26.6
Weld County,Colorado,08123,23.8,21.3,26.4
Yuma County,Colorado,08125,21.4,16.3,26.9
Fairfield County,Connecticut,09001,18,17,19
Hartford County,Connecticut,09003,22.4,21.1,23.8
Litchfield County,Connecticut,09005,21.8,19,24.6
Middlesex County,Connecticut,09007,21.7,18.9,24.5
New Haven County,Connecticut,09009,24.7,23.3,26.1
New London County,Connecticut,09011,22.8,20.7,25
Tolland County,Connecticut,09013,21.7,19.1,24.5
Windham County,Connecticut,09015,27.6,24.2,31
Kent County,Delaware,10001,31.9,30.4,33.4
New Castle County,Delaware,10003,27.1,25.7,28.6
Sussex County,Delaware,10005,29.9,28.1,31.7
District Of Columbia,District of Columbia,11001,22.5,21.8,23.4
Alachua County,Florida,12001,24.9,22.3,27.7
Baker County,Florida,12003,30.7,27.5,33.9
Bay County,Florida,12005,25.1,22.2,28.3
Bradford County,Florida,12007,34.5,31.4,37.9
Brevard County,Florida,12009,23.6,20.7,26.7
Broward County,Florida,12011,20,18.2,22.1
Calhoun County,Florida,12013,30.1,27,33.5
Charlotte County,Florida,12015,24.6,21.4,28.1
Citrus County,Florida,12017,27.9,24.5,31.4
Clay County,Florida,12019,27,24.1,30.2
Collier County,Florida,12021,21.6,18.9,24.3
Columbia County,Florida,12023,30.3,27.1,33.5
Desoto County,Florida,12027,31.5,28.1,35.2
Dixie County,Florida,12029,31.2,27.7,34.8
Duval County,Florida,12031,28,26.1,29.9
Escambia County,Florida,12033,29.1,26.1,32.5
Flagler County,Florida,12035,22.8,20.2,25.7
Franklin County,Florida,12037,28,24.5,31.4
Gadsden County,Florida,12039,36.9,33.3,40.5
Gilchrist County,Florida,12041,31.7,28.1,35.2
Glades County,Florida,12043,34.7,31.2,38.4
Gulf County,Florida,12045,26.2,22.8,29.7
Hamilton County,Florida,12047,34.3,30.9,38.1
Hardee County,Florida,12049,37.7,34.2,41.4
Hendry County,Florida,12051,33.1,29.5,36.9
Hernando County,Florida,12053,27.7,24.4,31.3
Highlands County,Florida,12055,26.8,23.3,30.1
Hillsborough County,Florida,12057,25.5,23,27.9
Holmes County,Florida,12059,31,27.8,34.2
Indian River County,Florida,12061,22,19,25.5
Jackson County,Florida,12063,31.4,28.4,34.9
Jefferson County,Florida,12065,30.8,27.2,34.3
Lafayette County,Florida,12067,32.4,29.1,36.2
Lake County,Florida,12069,25.7,22.6,29
Lee County,Florida,12071,26.2,23.4,29.3
Leon County,Florida,12073,27.1,24.3,30
Levy County,Florida,12075,29.5,26.5,32.3
Liberty County,Florida,12077,34.9,31.4,38.5
Madison County,Florida,12079,32.9,29.5,36.4
Manatee County,Florida,12081,23.2,20.3,26.4
Marion County,Florida,12083,25.9,23,28.9
Martin County,Florida,12085,20.3,17.4,23.4
Miami-Dade County,Florida,12086,20.2,17.7,22.6
Monroe County,Florida,12087,19.4,16.4,22.5
Nassau County,Florida,12089,25.3,22.3,28.5
Okaloosa County,Florida,12091,23.5,20.6,26.5
Okeechobee County,Florida,12093,32.1,28.9,35.6
Orange County,Florida,12095,23.6,21.4,25.8
Osceola County,Florida,12097,25.7,22.4,29
Palm Beach County,Florida,12099,18.8,16.6,21.2
Pasco County,Florida,12101,25,21.9,28.3
Pinellas County,Florida,12103,26.5,23.8,29.3
Polk County,Florida,12105,31.9,28.6,35.1
Putnam County,Florida,12107,30.9,27.1,34.5
Santa Rosa County,Florida,12113,21.6,18.9,24.5
Sarasota County,Florida,12115,20.9,18.3,23.7
Seminole County,Florida,12117,23.9,21,27
St. Johns County,Florida,12109,21.3,18.5,24.2
St. Lucie County,Florida,12111,27.9,24.7,31.2
Sumter County,Florida,12119,28.2,24.5,32.6
Suwannee County,Florida,12121,31.7,28.4,35.2
Taylor County,Florida,12123,31.7,28.4,35.1
Union County,Florida,12125,35.9,32.5,39.7
Volusia County,Florida,12127,25.1,22.1,28.3
Wakulla County,Florida,12129,29.7,26.6,32.9
Walton County,Florida,12131,26.7,23.6,29.9
Washington County,Florida,12133,30.5,27,33.6
Appling County,Georgia,13001,31.4,25.1,38.1
Atkinson County,Georgia,13003,29.2,22.8,36.6
Bacon County,Georgia,13005,30.2,23.5,37.2
Baker County,Georgia,13007,34,26.5,42.5
Baldwin County,Georgia,13009,32.5,26.5,38.8
Banks County,Georgia,13011,30.5,24.3,38.3
Barrow County,Georgia,13013,28.3,23,34.1
Bartow County,Georgia,13015,26.9,21.8,32.5
Ben Hill County,Georgia,13017,32.6,26.3,39.3
Berrien County,Georgia,13019,32.9,27,39
Bibb County,Georgia,13021,32.4,27.9,36.9
Bleckley County,Georgia,13023,31.3,25.4,37.4
Brantley County,Georgia,13025,27.8,21.4,34.1
Brooks County,Georgia,13027,33.5,27.1,40.4
Bryan County,Georgia,13029,28.2,22.2,34.6
Bulloch County,Georgia,13031,29.7,24.9,34.5
Burke County,Georgia,13033,33.9,26.9,41
Butts County,Georgia,13035,29.4,22.6,36.3
Calhoun County,Georgia,13037,34.3,27,41.7
Camden County,Georgia,13039,28.7,23.5,34.1
Candler County,Georgia,13043,31.8,25,39.2
Carroll County,Georgia,13045,32.1,26.4,37.9
Catoosa County,Georgia,13047,30.9,25.4,37.2
Charlton County,Georgia,13049,30.8,24.5,38.5
Chatham County,Georgia,13051,28.8,24.9,33
Chattahoochee County,Georgia,13053,30.8,23.6,38.7
Chattooga County,Georgia,13055,26.1,20.8,31.8
Cherokee County,Georgia,13057,22.9,19.7,26.3
Clarke County,Georgia,13059,26.7,22.3,31.2
Clay County,Georgia,13061,34.9,27.2,43
Clayton County,Georgia,13063,30.4,27.5,33.3
Clinch County,Georgia,13065,31.5,24.9,38.6
Cobb County,Georgia,13067,23,20.5,25.5
Coffee County,Georgia,13069,32.5,27.2,38.1
Colquitt County,Georgia,13071,32.5,27,38.7
Columbia County,Georgia,13073,26.1,22.1,30
Cook County,Georgia,13075,31.5,24.9,38.1
Coweta County,Georgia,13077,29.7,24.5,35
Crawford County,Georgia,13079,30.9,24.7,37.7
Crisp County,Georgia,13081,32.8,25.9,39.7
Dade County,Georgia,13083,28.8,21.7,36.2
Dawson County,Georgia,13085,26.6,20.2,33.6
Decatur County,Georgia,13087,34.3,27.7,40.8
Dekalb County,Georgia,13089,27.2,24.5,30
Dodge County,Georgia,13091,31.6,26.2,37.6
Dooly County,Georgia,13093,33.9,27.1,41.3
Dougherty County,Georgia,13095,31.6,26.8,36.6
Douglas County,Georgia,13097,25.9,21.5,30.7
Early County,Georgia,13099,31.4,24.6,38.4
Echols County,Georgia,13101,30.2,22.9,38.5
Effingham County,Georgia,13103,30.1,24.3,36.3
Elbert County,Georgia,13105,30.6,24.1,37.5
Emanuel County,Georgia,13107,33.9,26.8,41.2
Evans County,Georgia,13109,31.7,24.6,38.8
Fannin County,Georgia,13111,27.2,21.3,33.5
Fayette County,Georgia,13113,23.6,19.2,28.3
Floyd County,Georgia,13115,34.3,29.1,39.7
Forsyth County,Georgia,13117,24.3,20.3,28.6
Franklin County,Georgia,13119,27.5,21.4,34.4
Fulton County,Georgia,13121,22.4,20.2,24.9
Gilmer County,Georgia,13123,25.6,20,31.6
Glascock County,Georgia,13125,28,21.4,35.4
Glynn County,Georgia,13127,30.8,26,35.8
Gordon County,Georgia,13129,29,23.2,35.6
Grady County,Georgia,13131,32.9,26.5,39.5
Greene County,Georgia,13133,31.8,24.8,39.1
Gwinnett County,Georgia,13135,24.9,22.2,27.5
Habersham County,Georgia,13137,26.3,20.8,32.5
Hall County,Georgia,13139,23.8,19.6,28.2
Hancock County,Georgia,13141,35.9,27.9,44.3
Haralson County,Georgia,13143,27.6,21.5,34.6
Harris County,Georgia,13145,31,25.3,37.1
Hart County,Georgia,13147,29.1,23.1,35.6
Heard County,Georgia,13149,28.8,22,36.1
Henry County,Georgia,13151,31,26.5,35.4
Houston County,Georgia,13153,31.8,27.2,36.7
Irwin County,Georgia,13155,32.9,26.5,40.4
Jackson County,Georgia,13157,27.2,22.2,32.8
Jasper County,Georgia,13159,31.4,24.7,38.5
Jeff Davis County,Georgia,13161,31.8,25.1,38.9
Jefferson County,Georgia,13163,38.6,31.8,45.8
Jenkins County,Georgia,13165,34.3,27,41.5
Johnson County,Georgia,13167,34.5,28.2,41.5
Jones County,Georgia,13169,30.5,23.8,37.3
Lamar County,Georgia,13171,31.2,24.6,38.2
Lanier County,Georgia,13173,31.6,25.4,38.5
Laurens County,Georgia,13175,32,28.1,36
Lee County,Georgia,13177,28.1,22.7,34.4
Liberty County,Georgia,13179,28.8,23.4,34.4
Lincoln County,Georgia,13181,32.4,25.2,40.5
Long County,Georgia,13183,32.4,25,40
Lowndes County,Georgia,13185,30.2,26.5,33.8
Lumpkin County,Georgia,13187,27.4,21.3,33.9
Macon County,Georgia,13193,34.6,27.2,42.6
Madison County,Georgia,13195,27.3,20.8,34.5
Marion County,Georgia,13197,30.7,23.6,37.8
Mcduffie County,Georgia,13189,31.6,24.8,38.8
Mcintosh County,Georgia,13191,31.4,25,38.1
Meriwether County,Georgia,13199,30.9,24.2,37.9
Miller County,Georgia,13201,33,25.8,40.1
Mitchell County,Georgia,13205,35.8,29.1,42.6
Monroe County,Georgia,13207,30.2,23.9,36.8
Montgomery County,Georgia,13209,30.7,24.2,37.4
Morgan County,Georgia,13211,27.5,21.4,34.1
Murray County,Georgia,13213,34,27,41.6
Muscogee County,Georgia,13215,31.2,27.8,34.6
Newton County,Georgia,13217,33.4,27.6,39.1
Oconee County,Georgia,13219,28.7,23.1,34.4
Oglethorpe County,Georgia,13221,29.4,22.9,36.4
Paulding County,Georgia,13223,29.9,25,34.8
Peach County,Georgia,13225,30.9,24.9,37.6
Pickens County,Georgia,13227,27.3,21.1,33.8
Pierce County,Georgia,13229,32,24.9,39.3
Pike County,Georgia,13231,29.1,22.3,36.1
Polk County,Georgia,13233,29,23.1,35.5
Pulaski County,Georgia,13235,33.3,27.2,39.5
Putnam County,Georgia,13237,30.2,24.1,36.9
Quitman County,Georgia,13239,35.9,28.3,43.9
Rabun County,Georgia,13241,26.9,20.2,34.4
Randolph County,Georgia,13243,34.6,26.6,42.1
Richmond County,Georgia,13245,34.2,30,38.5
Rockdale County,Georgia,13247,31.5,25.8,37.7
Schley County,Georgia,13249,31,24.2,38.6
Screven County,Georgia,13251,32.1,25.3,39.6
Seminole County,Georgia,13253,31.8,25.2,38.6
Spalding County,Georgia,13255,32.8,26.5,39.2
Stephens County,Georgia,13257,32.1,25.4,38.7
Stewart County,Georgia,13259,35.8,28.6,44.6
Sumter County,Georgia,13261,28.8,23.2,34.6
Talbot County,Georgia,13263,33.3,25.6,41
Taliaferro County,Georgia,13265,34.8,26.7,42.7
Tattnall County,Georgia,13267,33,26.6,39.9
Taylor County,Georgia,13269,32.2,25.3,39.4
Telfair County,Georgia,13271,30,23.9,36.6
Terrell County,Georgia,13273,36.5,29,44.5
Thomas County,Georgia,13275,32.1,26.9,37.7
Tift County,Georgia,13277,34.1,28.3,40.3
Toombs County,Georgia,13279,30,24.1,36.6
Towns County,Georgia,13281,28.2,21.4,35.9
Treutlen County,Georgia,13283,32.8,26.1,39.4
Troup County,Georgia,13285,31.8,26.1,38
Turner County,Georgia,13287,32.3,25.7,39.9
Twiggs County,Georgia,13289,31.1,24.3,38.6
Union County,Georgia,13291,28.8,22.5,35.5
Upson County,Georgia,13293,32.7,26,39.6
Walker County,Georgia,13295,29,23.9,34.7
Walton County,Georgia,13297,29.8,24.6,35.2
Ware County,Georgia,13299,29,23.7,34.9
Warren County,Georgia,13301,32.7,26.1,40.2
Washington County,Georgia,13303,33.6,26.5,40.7
